Label..Grouping.,Alabama!!Estimate,Alabama!!Percent,Alaska!!Estimate,Alaska!!Percent,Arizona!!Estimate,Arizona!!Percent,Arkansas!!Estimate,Arkansas!!Percent,California!!Estimate,California!!Percent,Colorado!!Estimate,Colorado!!Percent,Connecticut!!Estimate,Connecticut!!Percent,Delaware!!Estimate,Delaware!!Percent,District of Columbia!!Estimate,District of Columbia!!Percent,Florida!!Estimate,Florida!!Percent,Georgia!!Estimate,Georgia!!Percent,Hawaii!!Estimate,Hawaii!!Percent,Idaho!!Estimate,Idaho!!Percent,Illinois!!Estimate,Illinois!!Percent,Indiana!!Estimate,Indiana!!Percent,Iowa!!Estimate,Iowa!!Percent,Kansas!!Estimate,Kansas!!Percent,Kentucky!!Estimate,Kentucky!!Percent,Louisiana!!Estimate,Louisiana!!Percent,Maine!!Estimate,Maine!!Percent,Maryland!!Estimate,Maryland!!Percent,Massachusetts!!Estimate,Massachusetts!!Percent,Michigan!!Estimate,Michigan!!Percent,Minnesota!!Estimate,Minnesota!!Percent,Mississippi!!Estimate,Mississippi!!Percent,Missouri!!Estimate,Missouri!!Percent,Montana!!Estimate,Montana!!Percent,Nebraska!!Estimate,Nebraska!!Percent,Nevada!!Estimate,Nevada!!Percent,New Hampshire!!Estimate,New Hampshire!!Percent,New Jersey!!Estimate,New Jersey!!Percent,New Mexico!!Estimate,New Mexico!!Percent,New York!!Estimate,New York!!Percent,North Carolina!!Estimate,North Carolina!!Percent,North Dakota!!Estimate,North Dakota!!Percent,Ohio!!Estimate,Ohio!!Percent,Oklahoma!!Estimate,Oklahoma!!Percent,Oregon!!Estimate,Oregon!!Percent,Pennsylvania!!Estimate,Pennsylvania!!Percent,Rhode Island!!Estimate,Rhode Island!!Percent,South Carolina!!Estimate,South Carolina!!Percent,South Dakota!!Estimate,South Dakota!!Percent,Tennessee!!Estimate,Tennessee!!Percent,Texas!!Estimate,Texas!!Percent,Utah!!Estimate,Utah!!Percent,Vermont!!Estimate,Vermont!!Percent,Virginia!!Estimate,Virginia!!Percent,Washington!!Estimate,Washington!!Percent,West Virginia!!Estimate,West Virginia!!Percent,Wisconsin!!Estimate,Wisconsin!!Percent,Wyoming!!Estimate,Wyoming!!Percent,Puerto Rico!!Estimate,Puerto Rico!!Percent
        65 years and over,"829,663",17.00%,"88,000",11.90%,"1,259,103",17.60%,"507,676",16.80%,"5,667,337",14.30%,"807,855",14.20%,"613,147",17.20%,"180,756",18.70%,"85,626",12.20%,"4,358,784",20.50%,"1,456,428",13.80%,"261,467",18.40%,"279,441",15.90%,"1,990,548",15.60%,"1,051,146",15.70%,"537,818",17.00%,"462,191",15.90%,"731,392",16.40%,"720,610",15.50%,"276,069",20.60%,"931,041",15.40%,"1,137,541",16.50%,"1,720,453",17.20%,"888,634",15.80%,"474,423",15.90%,"1,035,074",16.90%,"200,239",18.80%,"303,998",15.80%,"475,120",15.70%,"245,156",18.10%,"1,438,289",16.10%,"368,480",17.60%,"3,212,065",16.40%,"1,688,574",16.30%,"116,433",15.30%,"1,996,163",17.10%,"619,601",15.70%,"739,611",17.60%,"2,332,369",18.20%,"182,645",17.30%,"899,754",17.70%,"146,358",16.60%,"1,104,797",16.30%,"3,599,599",12.50%,"351,297",11.10%,"123,875",19.80%,"1,318,225",15.50%,"1,163,987",15.40%,"361,216",20.00%,"986,483",17.00%,"96,557",16.70%,"661,216",20.70%
